"profile_id","housewife_name","sf_id","drama_score","feuds","key_moments","talking_points","confessional_draft","show","season","franchise","episode_title","source_url","video_id","raw_file","enriched_at","sf_contact_name","sf_email","sf_contact_status"
"amanda-frances__real-housewives-of-beverly-hills__s15__episode-19","Amanda Frances","003Hs00007ZzLJrIAN","72","Rachel Zoe: Rachel publicly called out Amanda for acting strong while simultaneously playing the victim, sparking a direct on-stage confrontation
Group (general): Multiple cast members noted Amanda rubbed everyone the wrong way upon entering the group, an unusually broad friction for a newcomer","Compared favorably by the host to Camille Grammer Season 1 for 'activating' the ladies
Defended husband Eddie against 'freeloader' accusations from fan Nora of Topeka, insisting 'He is a good, good, good, good man'
Acknowledged Eddie's private discomfort with her saying on camera 'I make more in a month than he makes in a year,' admitting he felt she 'didn't have to say it that way'
Called out by Rachel Zoe on stage: 'She acts strong, but she plays the victim at the same time'
Confronted over her claim that 'every room I walk into, everyone knows who I am,' which the group heard as arrogance; Amanda disputed the framing but conceded 'in the moment I didn't say that' clarification
Caught on camera in Sedona allegedly directing the cameraman to get a shot of her Chanel bag — moment played to audible audience reaction
Host closes Amanda's segment with: 'You've rubbed everybody the wrong way. It's hard to do that in this group.' Amanda: 'Well, I did it.'","Address the 'freeloader' narrative head-on — Eddie is a full partner in your life, not just a beneficiary of your success; clarify the difference between female financial pride and disrespecting your spouse
Own the 'I make more in a month than he makes in a year' moment — acknowledge Eddie's note that the delivery could have been softer, without walking back your message of female financial empowerment
Tackle Rachel Zoe's 'strong but victim' accusation directly — explain how being new to a group that already has deep bonds naturally puts you in a defensive position, which can read as victimhood
Address the 'everyone knows who I am' quote and reframe it: you were describing your existing community of clients and followers, not claiming celebrity status within RHOBH circles
Lean into the Chanel bag moment with humor rather than denial — it is Beverly Hills, after all","Look, I built an empire from nothing — I manifested every single dollar, every opportunity, every room I walk into. If that makes the women uncomfortable, that's information about them, not about me. But I'll say this: walking into a group where nobody knows your heart yet? That's the one thing no amount of manifestation can shortcut — and I'm learning that in real time.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Amanda Frances","amanda.frances@example.com","New"
"rachel-zoe__real-housewives-of-beverly-hills__s15__episode-19","Rachel Zoe","003Hs00007ZzLMCIA3","48","Amanda Frances: Openly stated she has a hard time with Amanda because Amanda 'acts strong but plays the victim at the same time,' escalating tension on the reunion stage","Delivered the sharpest critique of Amanda on stage: 'I think the conflict that I've had is what you just said about how you want to teach women... you said every room you walk into, everyone knows who you are'
Pushed back firmly when Amanda tried to reframe her quote, insisting 'It's not how I took it, it's what you said'
Sided with the group's general discomfort with Amanda, helping crystallize the collective grievance into a single articulate challenge","Clarify your specific issue with Amanda — it's not jealousy of her success, it's the inconsistency between her 'empowerment coach' brand and her on-screen behavior
Be prepared to defend your read of the 'everyone knows who I am' comment — the audience may push back that you were being uncharitable to a newcomer
Contextualize your own divorce journey this season so the audience understands you're not coming from a place of security yourself — you're also rebuilding
Lean on your Kathy Hilton friendship as an anchor; it establishes your legitimacy in this group and softens the perception that you were gunning for Amanda","I have zero interest in tearing another woman down — I've been through enough myself this year to know how that feels. But when someone tells me one thing and then does another right in front of my eyes, I'm going to say something. That's not being difficult. That's called being honest.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Rachel Zoe","rachel.zoe@example.com","New"
"kyle-richards__real-housewives-of-beverly-hills__s15__episode-19","Kyle Richards","003Hs00007ZzKskIAF","35","","Referenced indirectly in producer context as juggling a wedding and a separation simultaneously this season; no direct confrontational moment captured in this transcript excerpt
Present on stage as part of the group reacting to Amanda Frances segments","Address the apparent contradiction of a wedding and a separation in the same season — set the record straight on your timeline and what 'moving forward' actually looks like for you
Speak to rebuilding your friendship with Dorit after a period of distance — frame it as growth, not forgiveness
Shut down any residual rumors about your personal life with grace and finality — you've said your piece, and you're done relitigating it
Position yourself as a stabilizing veteran presence this season, especially given how many women are navigating divorce","I have been through more in the last two years than most people go through in a lifetime, and I did it with cameras rolling. But I'm still standing, I'm still smiling, and I'm still showing up — because that's what I do. Beverly Hills has seen me at my lowest, and now they're going to see me fly.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Kyle Richards","kyle.richards@example.com","Existing (Updated)"
"erika-jayne__real-housewives-of-beverly-hills__s15__episode-19","Erika Jayne","003Hs00007ZzLKkIAN","40","","Season arc involves reclaiming her narrative after years of personal and legal hurdles; a new lawsuit hitting headlines mid-season threatens her reset
Present on stage; no direct confrontational moment captured in this transcript excerpt","Address the new lawsuit directly and on your own terms — don't let the other women or the host define the narrative before you do
Emphasize the personal growth arc: this season was about being open to love again and writing a new chapter, not relitigating the past
Be prepared for questions about whether the lawsuit changes your openness to a new relationship — answer honestly
If pressed on finances or legal specifics, have a clear, brief response ready and redirect to the emotional story you're telling this season","I have fought for every single thing I have left, and I am not going to let one more headline define who I am. People want me to be the villain, they want me broken — but here I am, in this dress, on this stage, still standing. Erika Jayne doesn't quit. She just evolves.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Erika Jayne Girardi","erika.jayne.girardi@example.com","New"
"dorit-kemsley__real-housewives-of-beverly-hills__s15__episode-19","Dorit Kemsley","003Hs00007ZzKsVIAV","38","","Season arc centers on navigating a very public divorce and financial rebuild — a vulnerability-forward storyline
Reconnection with Kyle Richards is a major emotional thread; rebuilding friendship with Rachel Zoe as new support system
Present on stage; no direct confrontational moment captured in this transcript excerpt","Speak openly about the emotional toll of a public divorce — viewers respect vulnerability, especially from someone who has always led with image
Address the financial narrative head-on: what does 'regaining control' actually look like, and where are you now versus the start of the season?
Celebrate the Kyle reconciliation without making it seem transactional — it should feel earned and genuine
Acknowledge Rachel Zoe as a meaningful new friendship without throwing shade at anyone who wasn't there for you during the hard times","This year I had to strip everything back — the glam, the façade, the idea that everything was fine — and just be honest about where I actually was. It was terrifying. But on the other side of that terror, I found out exactly who my real friends are, and I found out how strong I actually am.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Dorit Kemsley","dorit.kemsley@example.com","Existing (Updated)"
"sutton-stracke__real-housewives-of-beverly-hills__s15__episode-19","Sutton Stracke","003Hs00007ZzKsfIAF","42","","Season arc involves an ex-husband requesting an annulment and Sutton exploring her maiden name as part of a personal reinvention
Fallouts with a former best friend and her trusted assistant add additional personal drama to her arc
Present on stage; no direct confrontational moment captured in this transcript excerpt","Explain what the annulment request felt like emotionally — not just legally — and why reclaiming your maiden name became symbolic of something larger
Address the fallout with your former best friend: who initiated the break, what happened, and where do things stand now?
Talk about losing your trusted assistant — it sounds small but it clearly destabilized you; own that it hurt
Frame your reinvention arc positively: you're not running away from the past, you're choosing who Sutton Stracke is on her own terms","When your ex-husband asks for an annulment after all this time, it forces you to ask yourself: who am I without that name, without that history, without the version of me everyone thought they knew? And the answer I found this year? She's someone I actually like. A lot.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Sutton Stracke","sutton.stracke@example.com","Existing (Updated)"
"bozoma-st-john__real-housewives-of-beverly-hills__s15__episode-19","Bozoma St. John","003Hs00007ZzLK6IAN","28","","Season arc is the most positive in the cast: IVF journey with partner Keely, new home, and official engagement
Present on stage; no direct confrontational moment captured in this transcript excerpt","Share the emotional weight of the IVF journey honestly — joy and anxiety coexist and viewers will connect with that complexity
Talk about the engagement to Keely: what does building a life together look like after everything you've been through personally?
Acknowledge that your happiness this season sometimes put you at odds with the group's more dramatic energy — and that's okay
Be ready for questions about how you fit into the group conflicts given your largely positive arc this season","After everything I've been through — the grief, the rebuilding, learning to love myself again — I finally get to have this. The ring, the house, the possibility of a baby. I'm not going to apologize for being happy. I earned every single bit of this joy.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Bozoma St. John","bozoma.st.john@example.com","New"
"kathy-hilton__real-housewives-of-beverly-hills__s15__episode-19","Kathy Hilton","003Hs00007ZzKsgIAF","22","","Introduced Rachel Zoe to the group as her longtime friend and neighbor — a key social function this season
Present on stage as a Friend of; brings levity and extravagance per her established role in the franchise","Own your role as Rachel Zoe's entry point into the group — you vouched for her, so how do you feel about how her season played out?
Deliver your signature comedic relief moments while also being ready to weigh in meaningfully on the group's bigger conflicts
Address your relationship with sister Kyle this season given Kyle's personal upheaval","I've been coming to this reunion longer than some of these women have lived in Beverly Hills, darling. And every single time, I bring the same thing: love, loyalty, and the best table at the best restaurant. That's the Kathy Hilton guarantee.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Kathy Hilton","kathy.hilton@example.com","Existing (Updated)"
"jennifer-tilly__real-housewives-of-beverly-hills__s15__episode-19","Jennifer Tilly","003Hs00007ZzLL9IAN","20","","Returns as a Friend of with her established socialite persona; brings extravagance and levity to the season per producer context
Present on stage; no direct confrontational moment captured in this transcript excerpt","Speak to any specific moments this season where you weighed in on the group's bigger conflicts
Lean into your unique status as a Hollywood icon who also happens to be a Beverly Hills social fixture
Be ready with a memorable one-liner — that's your brand and the audience expects it","People forget I've been in this world — Hollywood, Beverly Hills, the whole thing — for decades. So when the drama starts, I'm not rattled. I'm entertained. There's a difference, and that difference is called experience.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Jennifer Tilly","jennifer.tilly@example.com","New"
"natalie-swanston-fuller__real-housewives-of-beverly-hills__s15__episode-19","Natalie Swanston Fuller","003Hs00007ZzLM2IAN","25","","Joins the group this season as a luxury brand consultant and entrepreneur; designated Friend of the group
Present on stage; no direct confrontational moment captured in this transcript excerpt","Establish your identity beyond the 'luxury consultant' label — viewers need to know who you are as a person, not just a professional
Speak to where you landed in the group's alliance structure this season and why
Be ready to address any moments where you were a peripheral character in the season's bigger conflicts","I know what luxury looks like from the outside, and I know what it looks like from the inside — and I can tell you, the most expensive thing in any room is always authenticity. That's what I brought to this group, and I hope it showed.","Real Housewives of Beverly Hills","15","Beverly Hills","Episode 19","https://youtu.be/QAhURxx2UWA?si=5pZPAsoLb19XxImX","QAhURxx2UWA","real-housewives-of-beverly-hills-s15-episode-19-1776899471252.json","2026-04-22T23:12:23.995934+00:00","Natalie Swanston Fuller","natalie.swanston.fuller@example.com","New"
"camille-grammer__real-housewives-of-beverly-hills__s9__episode-22","Camille Grammer","003Hs00007ZzLKLIA3","72","Kyle Richards: Camille calls Kyle and Teddi's friendship 'creepy' and implies Teddi is 'up Kyle's ass,' escalating tension on the reunion stage
Teddi Mellencamp Arroyave: Camille criticizes Teddi for cutting off Kyle during conversations and questions the authenticity of their bridesmaid relationship
Denise Richards: Camille makes pointed remarks about Denise not having a prenup with Charlie Sheen and implies Denise sat back 'buying fancy clothes and shoving bonbons' in her face instead of working","Camille tells the host she found Kyle and Teddi's friendship 'creepy,' saying 'Teddy was like up Kyle's eyes' and that Teddi cuts her off whenever she tries to speak to Kyle
Camille takes a sharp jab at Denise's divorce settlement: 'I worked hard I just didn't sit back buying fancy clothes and shoving bonbons in my face'
Camille questions the sincerity of Kyle asking Teddi to be a bridesmaid: 'asking her to be your bridesmaid when you don't hang out outside of the show'
Camille is called out on-stage with the line 'you agreed that their friendship is quote creepy — why do you say that?', forcing her to defend her comments
After Camille's prenup remarks about Denise, other cast members react off-camera: 'I think she's just being really mean'","Stand firm on the Teddi/Kyle friendship observation — you've known Kyle for over a decade and feel genuinely shut out by a newer cast member
Be prepared to justify the prenup/Charlie Sheen comments about Denise — frame it as speaking from personal experience, not attacking her
Address why you were invited as a bridesmaid to Kyle's wedding despite limited off-camera contact this year
Own your 'creepy' tweet comment — don't backpedal, but clarify what you meant by it on your own terms
Acknowledge the audience and host pushback gracefully — you don't want to come across as the villain when you're a 'Friend of' trying to carve out relevance","I've known Kyle Richards for ten years — TEN years — and suddenly I can't get a word in edgewise because Teddi is always right there, cutting me off. That's not a friendship, that's a shadow. And as for Denise? I lived through one of the most public divorces in Hollywood history, so if I have thoughts about prenups, I think I've earned the right to say them.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Camille Grammer","camille.grammer@example.com","New"
"kyle-richards__real-housewives-of-beverly-hills__s9__episode-22","Kyle Richards","003Hs00007ZzKskIAF","48","Camille Grammer: Camille publicly accuses their friendship dynamic with Teddi of being 'creepy' and implies Kyle replaced Lisa Vanderpump with Teddi the moment LVP stepped out
Lisa Vanderpump: Referenced indirectly — host notes LVP is absent from the reunion entirely, and Camille implies Kyle positioned herself strategically once LVP was gone","Kyle is put on the spot when the host reads Camille's tweet calling her friendship with Teddi 'creepy'
Camille says to Kyle directly: 'you made sure that as soon as Lisa Vanderpump was out that you were right there' — a pointed accusation of opportunism
Kyle defends her long-standing friendship with Teddi: 'I've known her for a very long time'
Kyle seems visibly caught off guard and deflects Camille's 'bridesmaid' accusation by insisting she and Teddi do have a genuine bond","Defend your friendship with Teddi — it's genuine, it predates this season, and you won't let Camille reframe it as something calculated
Address the LVP absence head-on — where does your friendship with her stand now that she's not at the reunion?
Don't let Camille's 'bridesmaid' jab go unanswered — clarify the timeline and depth of your relationship with Teddi
Stay composed; getting flustered plays into Camille's narrative that she's hitting a nerve","Camille has known me for ten years, and she's going to sit there and call my friendship with Teddi 'creepy'? I don't need to explain who my real friends are to someone who only shows up when the cameras are rolling. But sure, Camille — let's talk about who's really inserting themselves where they don't belong.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Kyle Richards","kyle.richards@example.com","Existing (Updated)"
"teddi-mellencamp-arroyave__real-housewives-of-beverly-hills__s9__episode-22","Teddi Mellencamp Arroyave","003Hs00007ZzLMHIA3","40","Camille Grammer: Camille singles out Teddi for allegedly cutting off conversations between Camille and Kyle, and questions the authenticity of Teddi's bridesmaid role at Kyle's wedding","Teddi is called out by Camille on-stage: 'Teddy's there to cut you off and that's annoying'
In a meta moment during the taping, Teddi interrupts to prove Camille's very point: 'I have a question — I'm cutting you off okay, but... there's my point'
Teddi's closeness with Kyle is described as potentially 'codependent' by an audience tweet, which the host reads aloud
Camille implies Teddi only grew close to Kyle as a strategic move once LVP was sidelined","Push back on Camille's 'up Kyle's ass' characterization — your friendship with Kyle is mutual and organic
Address the codependency tweet directly and with humor — you're confident enough in your friendship not to be rattled
Clarify that your closeness with Kyle is not about LVP's absence — it developed naturally during Season 9
Don't let the bridesmaid comment slide — affirm your genuine long-standing connection with Kyle","Camille called our friendship creepy, and then the host literally watched me cut someone off mid-sentence and said 'there's my point.' I can't win! But here's the truth — Kyle and I are close because we actually like each other, and no tweet or reunion hot take is going to change that.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Teddi Mellencamp Arroyave","teddi.mellencamp.arroyave@example.com","New"
"denise-richards__real-housewives-of-beverly-hills__s9__episode-22","Denise Richards","003Hs00007ZzLKaIAN","44","Camille Grammer: Camille takes unprompted jabs at Denise's divorce from Charlie Sheen, implying she didn't work hard and made poor financial decisions by not pursuing a larger settlement","Denise reveals she did not have a prenup with Charlie Sheen and chose not to take half his earnings upon divorce: 'I could have asked for half of what he made and I did not'
Camille fires back with: 'I worked hard I just didn't sit back buying fancy clothes and shoving bonbons in my face' — a thinly veiled dig at Denise
Denise briefly addresses Aaron calling Charlie ahead of their wedding out of respect: 'Aaron called Charlie to let him know that we were getting married... just out of respect that he was gonna be a stepdad to our girls'
Denise opens up emotionally about her daughter Eloise's chromosome disorder (deletion on chromosome 8) and the difficulty of receiving the diagnosis: 'it was hard to see it in black and white'
Denise is heard saying 'stop it, it is not true' in the cold open — suggesting she defends herself against an accusation during the reunion","Stand behind your decision not to pursue a larger settlement from Charlie Sheen — it was your choice and reflects your values, not naivety
Be prepared to address Camille's 'bonbons' comment directly — don't let it go unchallenged
Share openly about Eloise's diagnosis — it's a deeply personal moment that humanizes you to the audience
Highlight your co-parenting relationship with Charlie and Aaron's respectful introduction — it shows maturity and class
Own your 'very direct demeanor' — it's your brand and your strength this season","I walked away from millions because that was the right thing to do for my family — that's called integrity, Camille, not sitting around eating bonbons. And while everyone's busy dissecting my divorce, I'm focused on my daughter, my husband, and the life we've built together. That's what actually matters.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Denise Richards","denise.richards@example.com","New"
"lisa-vanderpump__real-housewives-of-beverly-hills__s9__episode-22","Lisa Vanderpump","003Hs00007ZzLLTIA3","20","Kyle Richards / Group: Her complete absence from the reunion is a storyline unto itself — her non-attendance is referenced multiple times as a source of tension and unresolved conflict","Host confirms LVP is not present at the reunion at all: 'Lisa Vanderpump's not here — has she not been there at all for this reunion?'
Camille implies Kyle filled the void left by LVP's exit strategically, suggesting the group dynamic shifted around her absence
Cold open teases 'trouble afoot in Beverly Hills' — framed in part around LVP's absence and the fallout from the season","Her absence is itself the statement — the reunion cannot avoid discussing why she chose not to attend
The Kyle/LVP friendship fracture is unresolved and looms over every segment
Camille's comments about Kyle 'moving in' once LVP was gone speak to the perceived power vacuum her exit created
Her non-attendance may be framed as a de-escalation or as avoidance, depending on the edit","I've given this franchise everything — my restaurants, my home, my grief. And when I needed my friends to show up for me, they chose a different path. So no, I won't be sitting on that stage. Some things are simply not worth the price of admission.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Lisa Vanderpump","lisa.vanderpump@example.com","New"
"erika-girardi__real-housewives-of-beverly-hills__s9__episode-22","Erika Girardi","003Hs00007ZzLKkIAN","30","Unspecified castmate: The cold open references 'why does Erika not want to be around you' directed at someone on stage, suggesting a simmering social tension","Cold open includes the line 'why do you think that Erica doesn't want to be around you' — suggesting Erika's social withdrawal from a cast member is addressed at the reunion
Referenced in the cold open's broader teaser of drama: 'there's major things happening, there's trouble afoot'","Address the 'doesn't want to be around you' comment — clarify who it was directed at and your reasoning
Speak to the emotional and financial stakes of the Erika Jayne National Tour this season
Maintain your composed, unbothered persona — let the drama come to you, don't chase it","I don't dislike anyone. I simply choose where I spend my energy very carefully. When you're running a national tour and building an empire, you can't afford to waste time on people who don't bring something real to the table. That's not cold — that's called standards.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Erika Jayne Girardi","erika.jayne.girardi@example.com","New"
"lisa-rinna__real-housewives-of-beverly-hills__s9__episode-22","Lisa Rinna","003Hs00007ZzLLOIA3","33","General group tension: Rinna is referenced in the cold open montage amid broader cast conflict and the 'honesty' theme of the season","Cold open features Rinna in the group montage with the line 'I paid the ultimate price by being honest' — suggesting she owns a controversial truth-telling moment from the season
Referenced in the broader reunion teaser: 'we've all said things privately about each other'","Own the 'I paid the ultimate price by being honest' moment — define what that price was and whether you'd do it again
Address the season's overarching honesty vs. loyalty debate and where you land
Don't shy away from the group's fractures — your role as a truth-teller is central to your brand","I've always said the truth is the truth, and this season proved it costs you. But would I take it back? Not for a second. If telling the truth makes me the villain, then fine — I'll own that tiara too.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Lisa Rinna","lisa.rinna@example.com","New"
"dorit-kemsley__real-housewives-of-beverly-hills__s9__episode-22","Dorit Kemsley","003Hs00007ZzKsVIAV","28","Unspecified: Cold open references 'my husband did not scam anyone and I don't appreciate that' — suggesting Dorit defends PK against financial allegations during the reunion","Dorit is heard in the cold open declaring: 'my husband did not scam anyone and I don't appreciate that' — a pointed defense of PK amid apparent accusations from the group
Referenced in the broader reunion montage of confrontations and emotional moments","Come prepared to defend PK against any financial misconduct allegations raised this season
Address your swimwear brand expansion and the pressures that came with it — show growth and accountability
Don't get defensive about the PK situation in a way that reads as dismissive — own the conversation","My husband has worked incredibly hard to build what we have, and I will not sit here and let anyone paint him as something he is not. You want to come for my family? Then you better come with facts, not rumors. Because I will shut that down every single time.","Real Housewives of Beverly Hills","9","Beverly Hills","Episode 22","https://youtu.be/Te51BLqyWlY?si=XuRHEqKdj-QnBuKY","Te51BLqyWlY","real-housewives-of-beverly-hills-s9-episode-22-1776899681980.json","2026-04-22T23:15:54.417224+00:00","Dorit Kemsley","dorit.kemsley@example.com","Existing (Updated)"
"teresa-giudice__real-housewives-of-new-jersey__s13__episode-17","Teresa Giudice","003Hs00007ZzLLtIAN","78","Melissa Gorga: Did not invite Melissa's mother Donna to her wedding; accused of only using family when convenient; clashes over Louie's motivations for joining the show
Melissa Gorga: Accused of lying about Louie wanting to date Alexia (from Miami) before meeting Teresa","Defends not inviting Melissa's mom Donna to the wedding by citing 'history' and not wanting to invite her without the rest of the family
Claims she has photos proving she included Melissa socially (dinners with Shane, the neighbor), countering Melissa's claim of exclusion
Drops bombshell alleging Louie wanted to be on the show and was interested in Alexia from Miami before meeting Teresa, prompting Melissa to call her a liar
Says 'I can't wait' when Melissa hints she's leaving, escalating the rift","Melissa's mother was not intentionally excluded — there's a history there, and inviting one person without the full family felt wrong
You have receipts (photos) showing you included Melissa socially during the hard times — don't let the 'you only call on us when you need us' narrative go unchallenged
Stand firm on the Louie/Alexia story — you were told this information and you're not backing down
Address the 'coexistence' question directly: what does your relationship with Melissa look like going forward?
Acknowledge that Joe brought Louie onto the show, but make clear Louie was already interested in the spotlight","I have been nothing but transparent about why Donna wasn't at my wedding, and yet here we are — again — being painted as the villain of my own love story. Louie wanted to be on television before he even met me, and I'm sorry, but the truth doesn't stop being the truth just because it's inconvenient for Melissa. After everything I've been through, I refuse to let anyone rewrite my history.","Real Housewives of New Jersey","13","New Jersey","Episode 17","https://youtu.be/P66p8bs51Zg?si=e_RFE6WiqK2owmfc","P66p8bs51Zg","real-housewives-of-new-jersey-s13-episode-17-1776900058973.json","2026-04-22T23:21:30.535166+00:00","Teresa Giudice","teresa.giudice@example.com","New"
"melissa-gorga__real-housewives-of-new-jersey__s13__episode-17","Melissa Gorga","003Hs00007ZzLLnIAN","75","Teresa Giudice: Furious that her mother Donna was not invited to Teresa's wedding; accuses Teresa of only leaning on family when it suits her
Teresa Giudice: Defends Louie against Teresa's claim that he pursued Alexia and wanted to be on TV; calls Teresa a liar","Points out that not inviting Melissa's mom was 'no oversight,' framing it as intentional disrespect
Invokes Teresa using Joe's side of the family when she needed support post-split ('when you need us, you're good; when you don't, you're like I'm good, thanks')
Fires back at the Shane/dinner story, saying Teresa 'invited herself' and was never actually included by them
Calls Teresa a liar on the Louie/Alexia claim: 'You've been doing this for years, it's getting old'
Implies she may be done — hinting at leaving — prompting Teresa to say 'I can't wait'","Not inviting your mother to the wedding was a deliberate slight — own that talking point and don't let Teresa's 'family history' excuse slide
The 'you only need us when it's convenient' argument is your strongest emotional beat — stay on it
The Shane/dinner story is a distraction — redirect to the bigger picture of the pattern of exclusion
Address the Louie allegations head-on: you know your husband, and Teresa's claims are baseless
Be clear about where you stand on the future of your relationship with Teresa — vague hints about leaving only let her control the narrative","My mother deserved to be at that wedding — period. Teresa calls on us when she needs us and drops us the second she doesn't, and I am done pretending that pattern doesn't exist. Calling my husband a fame-chaser is the lowest she's ever gone, and honestly? It might just be the last straw.","Real Housewives of New Jersey","13","New Jersey","Episode 17","https://youtu.be/P66p8bs51Zg?si=e_RFE6WiqK2owmfc","P66p8bs51Zg","real-housewives-of-new-jersey-s13-episode-17-1776900058973.json","2026-04-22T23:21:30.535166+00:00","Melissa Gorga","melissa.gorga@example.com","New"
"angie-kukk__real-housewives-of-new-jersey__s13__episode-17","Angie Kukk","003Hs00007ZzLK1IAN","22","","Briefly addressed by Andy when he asks whether Teresa leaving would mean Melissa is out of her life — Angie acknowledges they still have 'a couple hours' left at the reunion, serving as a minor mediating voice","Position yourself as the calm observer who can speak to both sides of the Teresa-Melissa feud
Be ready to weigh in on the wedding invite situation with your own perspective on Italian family dynamics
Don't get lost in the shuffle — find your moment to assert your own storyline amid the Teresa-Melissa dominance","Everyone is so focused on Teresa and Melissa that they forget there are other women at this table with real things to say. I've watched this back-and-forth for months, and tonight, sitting here live, it's even more exhausting than it looked on TV.","Real Housewives of New Jersey","13","New Jersey","Episode 17","https://youtu.be/P66p8bs51Zg?si=e_RFE6WiqK2owmfc","P66p8bs51Zg","real-housewives-of-new-jersey-s13-episode-17-1776900058973.json","2026-04-22T23:21:30.535166+00:00","Angie Kukk","angie.kukk@example.com","New"
